uf,cod_uf,cod_munic,cod_ibge,municipio,pop2017
RO,11,00015,1100015,Alta Floresta D'Oeste,25437
RO,11,00023,1100023,Ariquemes,107345
RO,11,00031,1100031,Cabixi,6224
RO,11,00049,1100049,Cacoal,88507
RO,11,00056,1100056,Cerejeiras,17934
RO,11,00064,1100064,Colorado do Oeste,18467
RO,11,00072,1100072,Corumbiara,8659
RO,11,00080,1100080,Costa Marques,17400
RO,11,00098,1100098,Espig∆o D'Oeste,33030
RO,11,00106,1100106,Guajar†-Mirim,47451
RO,11,00114,1100114,Jaru,55871
RO,11,00122,1100122,Ji-Paran†,132667
RO,11,00130,1100130,Machadinho D'Oeste,38609
RO,11,00148,1100148,Nova BrasilÉndia D'Oeste,21747
RO,11,00155,1100155,Ouro Preto do Oeste,39759
RO,11,00189,1100189,Pimenta Bueno,38051
RO,11,00205,1100205,Porto Velho,519436
RO,11,00254,1100254,Presidente MÇdici,22124
RO,11,00262,1100262,Rio Crespo,3829
RO,11,00288,1100288,Rolim de Moura,57074
RO,11,00296,1100296,Santa Luzia D'Oeste,8198
RO,11,00304,1100304,Vilhena,95630
RO,11,00320,1100320,S∆o Miguel do GuaporÇ,24181
RO,11,00338,1100338,Nova MamorÇ,28891
RO,11,00346,1100346,Alvorada D'Oeste,16747
RO,11,00379,1100379,Alto Alegre dos Parecis,14045
RO,11,00403,1100403,Alto Para°so,20916
RO,11,00452,1100452,Buritis,39044
RO,11,00502,1100502,Novo Horizonte do Oeste,10051
RO,11,00601,1100601,CacaulÉndia,6460
RO,11,00700,1100700,Campo Novo de Rondìnia,14484
RO,11,00809,1100809,Candeias do Jamari,25266
RO,11,00908,1100908,Castanheiras,3550
RO,11,00924,1100924,Chupinguaia,10593
RO,11,00940,1100940,Cujubim,22443
RO,11,01005,1101005,Governador Jorge Teixeira,9745
RO,11,01104,1101104,Itapu∆ do Oeste,10310
RO,11,01203,1101203,Ministro Andreazza,10751
RO,11,01302,1101302,Mirante da Serra,12258
RO,11,01401,1101401,Monte Negro,16186
RO,11,01435,1101435,Nova Uni∆o,7769
RO,11,01450,1101450,Parecis,5904
RO,11,01468,1101468,Pimenteiras do Oeste,2410
RO,11,01476,1101476,Primavera de Rondìnia,3411
RO,11,01484,1101484,S∆o Felipe D'Oeste,5994
RO,11,01492,1101492,S∆o Francisco do GuaporÇ,19694
RO,11,01500,1101500,Seringueiras,12653
RO,11,01559,1101559,Teixeir¢polis,4931
RO,11,01609,1101609,Theobroma,11350
RO,11,01708,1101708,Urup†,13106
RO,11,01757,1101757,Vale do Anari,11149
RO,11,01807,1101807,Vale do Para°so,8047
AC,12,00013,1200013,AcrelÉndia,14366
AC,12,00054,1200054,Assis Brasil,6986
AC,12,00104,1200104,BrasilÇia,24765
AC,12,00138,1200138,Bujari,9664
AC,12,00179,1200179,Capixaba,11136
AC,12,00203,1200203,Cruzeiro do Sul,82622
AC,12,00252,1200252,EpitaciolÉndia,17340
AC,12,00302,1200302,Feij¢,32360
AC,12,00328,1200328,Jord∆o,7858
AC,12,00336,1200336,MÉncio Lima,17910
AC,12,00344,1200344,Manoel Urbano,8886
AC,12,00351,1200351,Marechal Thaumaturgo,17897
AC,12,00385,1200385,Pl†cido de Castro,18510
AC,12,00393,1200393,Porto Walter,11353
AC,12,00401,1200401,Rio Branco,383443
AC,12,00427,1200427,Rodrigues Alves,17945
AC,12,00435,1200435,Santa Rosa do Purus,6230
AC,12,00450,1200450,Senador Guiomard,21552
AC,12,00500,1200500,Sena Madureira,43139
AC,12,00609,1200609,Tarauac†,40024
AC,12,00708,1200708,Xapuri,18174
AC,12,00807,1200807,Porto Acre,17459
AM,13,00029,1300029,Alvar∆es,15908
AM,13,00060,1300060,Amatur†,11242
AM,13,00086,1300086,Anam∆,12978
AM,13,00102,1300102,Anori,20196
AM,13,00144,1300144,Apu°,21406
AM,13,00201,1300201,Atalaia do Norte,19054
AM,13,00300,1300300,Autazes,38454
AM,13,00409,1300409,Barcelos,27743
AM,13,00508,1300508,Barreirinha,31542
AM,13,00607,1300607,Benjamin Constant,41329
AM,13,00631,1300631,Beruri,18978
AM,13,00680,1300680,Boa Vista do Ramos,18483
AM,13,00706,1300706,Boca do Acre,34176
AM,13,00805,1300805,Borba,40464
AM,13,00839,1300839,Caapiranga,12820
AM,13,00904,1300904,Canutama,15490
AM,13,01001,1301001,Carauari,28337
AM,13,01100,1301100,Careiro,37399
AM,13,01159,1301159,Careiro da V†rzea,29190
AM,13,01209,1301209,Coari,84762
AM,13,01308,1301308,Codaj†s,27817
AM,13,01407,1301407,EirunepÇ,34888
AM,13,01506,1301506,Envira,19492
AM,13,01605,1301605,Fonte Boa,19669
AM,13,01654,1301654,Guajar†,16339
AM,13,01704,1301704,Humait†,53383
AM,13,01803,1301803,Ipixuna,28299
AM,13,01852,1301852,Iranduba,47407
AM,13,01902,1301902,Itacoatiara,99854
AM,13,01951,1301951,Itamarati,8128
AM,13,02009,1302009,Itapiranga,9125
AM,13,02108,1302108,Japur†,4205
AM,13,02207,1302207,Juru†,13956
AM,13,02306,1302306,Juta°,15824
AM,13,02405,1302405,L†brea,44861
AM,13,02504,1302504,Manacapuru,96460
AM,13,02553,1302553,Manaquiri,30222
AM,13,02603,1302603,Manaus,2130264
AM,13,02702,1302702,ManicorÇ,54708
AM,13,02801,1302801,Mara∆,18531
AM,13,02900,1302900,MauÇs,62212
AM,13,03007,1303007,Nhamund†,20902
AM,13,03106,1303106,Nova Olinda do Norte,36431
AM,13,03205,1303205,Novo Air∆o,18586
AM,13,03304,1303304,Novo Aripuan∆,25112
AM,13,03403,1303403,Parintins,113832
AM,13,03502,1303502,Pauini,19597
AM,13,03536,1303536,Presidente Figueiredo,34574
AM,13,03569,1303569,Rio Preto da Eva,32001
AM,13,03601,1303601,Santa Isabel do Rio Negro,23765
AM,13,03700,1303700,Santo Antìnio do Iá†,23075
AM,13,03809,1303809,S∆o Gabriel da Cachoeira,44553
AM,13,03908,1303908,S∆o Paulo de Olivenáa,38047
AM,13,03957,1303957,S∆o Sebasti∆o do Uatum∆,13421
AM,13,04005,1304005,Silves,9211
AM,13,04062,1304062,Tabatinga,63635
AM,13,04104,1304104,Tapau†,17930
AM,13,04203,1304203,TefÇ,62021
AM,13,04237,1304237,Tonantins,18782
AM,13,04260,1304260,Uarini,13428
AM,13,04302,1304302,Urucar†,16968
AM,13,04401,1304401,Urucurituba,22148
RR,14,00027,1400027,Amajari,11560
RR,14,00050,1400050,Alto Alegre,15933
RR,14,00100,1400100,Boa Vista,332020
RR,14,00159,1400159,Bonfim,11945
RR,14,00175,1400175,Cant†,16877
RR,14,00209,1400209,Caracara°,20807
RR,14,00233,1400233,Caroebe,9493
RR,14,00282,1400282,Iracema,10859
RR,14,00308,1400308,Mucaja°,16852
RR,14,00407,1400407,Normandia,10527
RR,14,00456,1400456,Pacaraima,12375
RR,14,00472,1400472,Rorain¢polis,28215
RR,14,00506,1400506,S∆o Jo∆o da Baliza,7740
RR,14,00605,1400605,S∆o Luiz,7597
RR,14,00704,1400704,Uiramut∆,9836
PA,15,00107,1500107,Abaetetuba,153380
PA,15,00131,1500131,Abel Figueiredo,7231
PA,15,00206,1500206,Acar†,54096
PA,15,00305,1500305,Afu†,38144
PA,15,00347,1500347,µgua Azul do Norte,26682
PA,15,00404,1500404,Alenquer,55246
PA,15,00503,1500503,Almeirim,33195
PA,15,00602,1500602,Altamira,111435
PA,15,00701,1500701,Anaj†s,28466
PA,15,00800,1500800,Ananindeua,516057
PA,15,00859,1500859,Anapu,27096
PA,15,00909,1500909,Augusto Corràa,44734
PA,15,00958,1500958,Aurora do Par†,30471
PA,15,01006,1501006,Aveiro,15947
PA,15,01105,1501105,Bagre,29808
PA,15,01204,1501204,Bai∆o,46110
PA,15,01253,1501253,Bannach,3200
PA,15,01303,1501303,Barcarena,121190
PA,15,01402,1501402,BelÇm,1452275
PA,15,01451,1501451,Belterra,17249
PA,15,01501,1501501,Benevides,60990
PA,15,01576,1501576,Bom Jesus do Tocantins,16517
PA,15,01600,1501600,Bonito,15834
PA,15,01709,1501709,Braganáa,124184
PA,15,01725,1501725,Brasil Novo,14689
PA,15,01758,1501758,Brejo Grande do Araguaia,7182
PA,15,01782,1501782,Breu Branco,64194
PA,15,01808,1501808,Breves,99896
PA,15,01907,1501907,Bujaru,28331
PA,15,01956,1501956,Cachoeira do Piri†,32947
PA,15,02004,1502004,Cachoeira do Arari,23110
PA,15,02103,1502103,Camet†,134100
PA,15,02152,1502152,Cana∆ dos Caraj†s,36027
PA,15,02202,1502202,Capanema,67150
PA,15,02301,1502301,Capit∆o Poáo,52839
PA,15,02400,1502400,Castanhal,195253
PA,15,02509,1502509,Chaves,23066
PA,15,02608,1502608,Colares,11759
PA,15,02707,1502707,Conceiá∆o do Araguaia,46571
PA,15,02756,1502756,Conc¢rdia do Par†,32395
PA,15,02764,1502764,Cumaru do Norte,13093
PA,15,02772,1502772,Curion¢polis,17453
PA,15,02806,1502806,Curralinho,33490
PA,15,02855,1502855,Curu†,13996
PA,15,02905,1502905,Curuá†,38959
PA,15,02939,1502939,Dom Eliseu,58071
PA,15,02954,1502954,Eldorado do Caraj†s,32892
PA,15,03002,1503002,Faro,7009
PA,15,03044,1503044,Floresta do Araguaia,19746
PA,15,03077,1503077,Garraf∆o do Norte,25363
PA,15,03093,1503093,GoianÇsia do Par†,39352
PA,15,03101,1503101,Gurup†,32458
PA,15,03200,1503200,IgarapÇ-Aáu,37753
PA,15,03309,1503309,IgarapÇ-Miri,60994
PA,15,03408,1503408,Inhangapi,11388
PA,15,03457,1503457,Ipixuna do Par†,62237
PA,15,03507,1503507,Irituia,31673
PA,15,03606,1503606,Itaituba,98523
PA,15,03705,1503705,Itupiranga,51835
PA,15,03754,1503754,Jacareacanga,8059
PA,15,03804,1503804,Jacund†,57526
PA,15,03903,1503903,Juruti,56325
PA,15,04000,1504000,Limoeiro do Ajuru,28138
PA,15,04059,1504059,M∆e do Rio,29260
PA,15,04109,1504109,Magalh∆es Barata,8316
PA,15,04208,1504208,Marab†,271594
PA,15,04307,1504307,Maracan∆,28679
PA,15,04406,1504406,Marapanim,27569
PA,15,04422,1504422,Marituba,127858
PA,15,04455,1504455,MedicilÉndia,30726
PA,15,04505,1504505,Melgaáo,26897
PA,15,04604,1504604,Mocajuba,30277
PA,15,04703,1504703,Moju,79825
PA,15,04752,1504752,Moju° dos Campos,15646
PA,15,04802,1504802,Monte Alegre,56466
PA,15,04901,1504901,Muan†,39231
PA,15,04950,1504950,Nova Esperanáa do Piri†,20789
PA,15,04976,1504976,Nova Ipixuna,16221
PA,15,05007,1505007,Nova Timboteua,14942
PA,15,05031,1505031,Novo Progresso,25071
PA,15,05064,1505064,Novo Repartimento,73802
PA,15,05106,1505106,‡bidos,50727
PA,15,05205,1505205,Oeiras do Par†,31619
PA,15,05304,1505304,Oriximin†,71078
PA,15,05403,1505403,OurÇm,17356
PA,15,05437,1505437,OurilÉndia do Norte,31921
PA,15,05486,1505486,Pacaj†,46383
PA,15,05494,1505494,Palestina do Par†,7386
PA,15,05502,1505502,Paragominas,110026
PA,15,05536,1505536,Parauapebas,202356
PA,15,05551,1505551,Pau D'Arco,5341
PA,15,05601,1505601,Peixe-Boi,7860
PA,15,05635,1505635,Piáarra,12632
PA,15,05650,1505650,Placas,30109
PA,15,05700,1505700,Ponta de Pedras,30219
PA,15,05809,1505809,Portel,60322
PA,15,05908,1505908,Porto de Moz,39991
PA,15,06005,1506005,Prainha,29067
PA,15,06104,1506104,Primavera,10534
PA,15,06112,1506112,Quatipuru,13237
PA,15,06138,1506138,Redená∆o,82464
PA,15,06161,1506161,Rio Maria,17705
PA,15,06187,1506187,Rondon do Par†,50925
PA,15,06195,1506195,Rur¢polis,49093
PA,15,06203,1506203,Salin¢polis,39569
PA,15,06302,1506302,Salvaterra,23096
PA,15,06351,1506351,Santa B†rbara do Par†,20492
PA,15,06401,1506401,Santa Cruz do Arari,9845
PA,15,06500,1506500,Santa Izabel do Par†,68836
PA,15,06559,1506559,Santa Luzia do Par†,19316
PA,15,06583,1506583,Santa Maria das Barreiras,20849
PA,15,06609,1506609,Santa Maria do Par†,24186
PA,15,06708,1506708,Santana do Araguaia,70764
PA,15,06807,1506807,SantarÇm,296302
PA,15,06906,1506906,SantarÇm Novo,6526
PA,15,07003,1507003,Santo Antìnio do Tau†,30611
PA,15,07102,1507102,S∆o Caetano de Odivelas,17563
PA,15,07151,1507151,S∆o Domingos do Araguaia,24859
PA,15,07201,1507201,S∆o Domingos do Capim,31123
PA,15,07300,1507300,S∆o FÇlix do Xingu,124806
PA,15,07409,1507409,S∆o Francisco do Par†,15454
PA,15,07458,1507458,S∆o Geraldo do Araguaia,24188
PA,15,07466,1507466,S∆o Jo∆o da Ponta,5970
PA,15,07474,1507474,S∆o Jo∆o de Pirabas,22415
PA,15,07508,1507508,S∆o Jo∆o do Araguaia,13616
PA,15,07607,1507607,S∆o Miguel do Guam†,57364
PA,15,07706,1507706,S∆o Sebasti∆o da Boa Vista,25904
PA,15,07755,1507755,Sapucaia,5766
PA,15,07805,1507805,Senador JosÇ Porf°rio,11357
PA,15,07904,1507904,Soure,24682
PA,15,07953,1507953,TailÉndia,103321
PA,15,07961,1507961,Terra Alta,11399
PA,15,07979,1507979,Terra Santa,18257
PA,15,08001,1508001,TomÇ-Aáu,61709
PA,15,08035,1508035,Tracuateua,30108
PA,15,08050,1508050,Trair∆o,18469
PA,15,08084,1508084,Tucum∆,38508
PA,15,08100,1508100,Tucuru°,110516
PA,15,08126,1508126,Ulian¢polis,57525
PA,15,08159,1508159,Uruar†,44258
PA,15,08209,1508209,Vigia,52216
PA,15,08308,1508308,Viseu,59735
PA,15,08357,1508357,Vit¢ria do Xingu,14719
PA,15,08407,1508407,Xinguara,43530
AP,16,00055,1600055,Serra do Navio,5111
AP,16,00105,1600105,Amap†,8757
AP,16,00154,1600154,Pedra Branca do Amapari,15125
AP,16,00204,1600204,Caláoene,10525
AP,16,00212,1600212,Cutias,5637
AP,16,00238,1600238,Ferreira Gomes,7270
AP,16,00253,1600253,Itaubal,5172
AP,16,00279,1600279,Laranjal do Jari,47554
AP,16,00303,1600303,Macap†,474706
AP,16,00402,1600402,Mazag∆o,20387
AP,16,00501,1600501,Oiapoque,25514
AP,16,00535,1600535,Porto Grande,20611
AP,16,00550,1600550,Pracu£ba,4779
AP,16,00600,1600600,Santana,115471
AP,16,00709,1600709,Tartarugalzinho,16112
AP,16,00808,1600808,Vit¢ria do Jari,14991
TO,17,00251,1700251,AbreulÉndia,2571
TO,17,00301,1700301,Aguiarn¢polis,6460
TO,17,00350,1700350,Alianáa do Tocantins,5527
TO,17,00400,1700400,Almas,7273
TO,17,00707,1700707,Alvorada,8516
TO,17,01002,1701002,Anan†s,9749
TO,17,01051,1701051,Angico,3423
TO,17,01101,1701101,Aparecida do Rio Negro,4726
TO,17,01309,1701309,Aragominas,5865
TO,17,01903,1701903,Araguacema,7003
TO,17,02000,1702000,Araguaáu,8692
TO,17,02109,1702109,Aragua°na,175960
TO,17,02158,1702158,Araguan∆,5645
TO,17,02208,1702208,Araguatins,35216
TO,17,02307,1702307,Arapoema,6756
TO,17,02406,1702406,Arraias,10727
TO,17,02554,1702554,Augustin¢polis,18089
TO,17,02703,1702703,Aurora do Tocantins,3735
TO,17,02901,1702901,Axix† do Tocantins,9776
TO,17,03008,1703008,BabaáulÉndia,10752
TO,17,03057,1703057,Bandeirantes do Tocantins,3500
TO,17,03073,1703073,Barra do Ouro,4544
TO,17,03107,1703107,BarrolÉndia,5643
TO,17,03206,1703206,Bernardo Say∆o,4518
TO,17,03305,1703305,Bom Jesus do Tocantins,4700
TO,17,03602,1703602,BrasilÉndia do Tocantins,2199
TO,17,03701,1703701,Brejinho de NazarÇ,5499
TO,17,03800,1703800,Buriti do Tocantins,11135
TO,17,03826,1703826,Cachoeirinha,2276
TO,17,03842,1703842,Campos Lindos,9795
TO,17,03867,1703867,Cariri do Tocantins,4296
TO,17,03883,1703883,CarmolÉndia,2555
TO,17,03891,1703891,Carrasco Bonito,4055
TO,17,03909,1703909,Caseara,5265
TO,17,04105,1704105,Centen†rio,2866
TO,17,04600,1704600,Chapada de Areia,1407
TO,17,05102,1705102,Chapada da Natividade,3364
TO,17,05508,1705508,Colinas do Tocantins,34839
TO,17,05557,1705557,Combinado,4874
TO,17,05607,1705607,Conceiá∆o do Tocantins,4179
TO,17,06001,1706001,Couto Magalh∆es,5529
TO,17,06100,1706100,CristalÉndia,7374
TO,17,06258,1706258,Crix†s do Tocantins,1708
TO,17,06506,1706506,Darcin¢polis,5988
TO,17,07009,1707009,Dian¢polis,21738
TO,17,07108,1707108,Divin¢polis do Tocantins,6868
TO,17,07207,1707207,Dois Irm∆os do Tocantins,7286
TO,17,07306,1707306,DuerÇ,4727
TO,17,07405,1707405,Esperantina,10793
TO,17,07553,1707553,F†tima,3879
TO,17,07652,1707652,Figueir¢polis,5352
TO,17,07702,1707702,FiladÇlfia,8893
TO,17,08205,1708205,Formoso do Araguaia,18684
TO,17,08254,1708254,Fortaleza do Taboc∆o,2584
TO,17,08304,1708304,Goianorte,5153
TO,17,09005,1709005,Goiatins,12973
TO,17,09302,1709302,Guara°,25642
TO,17,09500,1709500,Gurupi,85523
TO,17,09807,1709807,Ipueiras,1955
TO,17,10508,1710508,Itacaj†,7456
TO,17,10706,1710706,Itaguatins,5980
TO,17,10904,1710904,Itapiratins,3772
TO,17,11100,1711100,Itapor∆ do Tocantins,2465
TO,17,11506,1711506,Ja£ do Tocantins,3821
TO,17,11803,1711803,Juarina,2229
TO,17,11902,1711902,Lagoa da Confus∆o,12808
TO,17,11951,1711951,Lagoa do Tocantins,4191
TO,17,12009,1712009,Lajeado,3092
TO,17,12157,1712157,Lavandeira,1875
TO,17,12405,1712405,Lizarda,3787
TO,17,12454,1712454,Luzin¢polis,3038
TO,17,12504,1712504,Marian¢polis do Tocantins,5054
TO,17,12702,1712702,Mateiros,2614
TO,17,12801,1712801,MaurilÉndia do Tocantins,3409
TO,17,13205,1713205,Miracema do Tocantins,19055
TO,17,13304,1713304,Miranorte,13426
TO,17,13601,1713601,Monte do Carmo,7770
TO,17,13700,1713700,Monte Santo do Tocantins,2264
TO,17,13809,1713809,Palmeiras do Tocantins,6535
TO,17,13957,1713957,MuricilÉndia,3507
TO,17,14203,1714203,Natividade,9312
TO,17,14302,1714302,NazarÇ,4060
TO,17,14880,1714880,Nova Olinda,11715
TO,17,15002,1715002,Nova RosalÉndia,4203
TO,17,15101,1715101,Novo Acordo,4267
TO,17,15150,1715150,Novo Alegre,2353
TO,17,15259,1715259,Novo Jardim,2697
TO,17,15507,1715507,Oliveira de F†tima,1110
TO,17,15705,1715705,Palmeirante,5859
TO,17,15754,1715754,Palmeir¢polis,7687
TO,17,16109,1716109,Para°so do Tocantins,50360
TO,17,16208,1716208,Paran∆,10562
TO,17,16307,1716307,Pau D'Arco,4853
TO,17,16505,1716505,Pedro Afonso,13288
TO,17,16604,1716604,Peixe,11591
TO,17,16653,1716653,Pequizeiro,5453
TO,17,16703,1716703,ColmÇia,8409
TO,17,17008,1717008,Pindorama do Tocantins,4520
TO,17,17206,1717206,Piraquà,3044
TO,17,17503,1717503,Pium,7536
TO,17,17800,1717800,Ponte Alta do Bom Jesus,4645
TO,17,17909,1717909,Ponte Alta do Tocantins,7949
TO,17,18006,1718006,Porto Alegre do Tocantins,3102
TO,17,18204,1718204,Porto Nacional,52828
TO,17,18303,1718303,Praia Norte,8365
TO,17,18402,1718402,Presidente Kennedy,3733
TO,17,18451,1718451,Pugmil,2650
TO,17,18501,1718501,RecursolÉndia,4230
TO,17,18550,1718550,Riachinho,4601
TO,17,18659,1718659,Rio da Conceiá∆o,2061
TO,17,18709,1718709,Rio dos Bois,2810
TO,17,18758,1718758,Rio Sono,6512
TO,17,18808,1718808,Sampaio,4579
TO,17,18840,1718840,SandolÉndia,3410
TO,17,18865,1718865,Santa FÇ do Araguaia,7402
TO,17,18881,1718881,Santa Maria do Tocantins,3356
TO,17,18899,1718899,Santa Rita do Tocantins,2343
TO,17,18907,1718907,Santa Rosa do Tocantins,4833
TO,17,19004,1719004,Santa Tereza do Tocantins,2825
TO,17,20002,1720002,Santa Terezinha do Tocantins,2550
TO,17,20101,1720101,S∆o Bento do Tocantins,5231
TO,17,20150,1720150,S∆o FÇlix do Tocantins,1571
TO,17,20200,1720200,S∆o Miguel do Tocantins,11906
TO,17,20259,1720259,S∆o Salvador do Tocantins,3084
TO,17,20309,1720309,S∆o Sebasti∆o do Tocantins,4749
TO,17,20499,1720499,S∆o ValÇrio,4111
TO,17,20655,1720655,Silvan¢polis,5399
TO,17,20804,1720804,S°tio Novo do Tocantins,9192
TO,17,20853,1720853,Sucupira,1941
TO,17,20903,1720903,Taguatinga,16530
TO,17,20937,1720937,Taipas do Tocantins,2130
TO,17,20978,1720978,Talism∆,2777
TO,17,21000,1721000,Palmas,286787
TO,17,21109,1721109,Tocant°nia,7460
TO,17,21208,1721208,Tocantin¢polis,23119
TO,17,21257,1721257,Tupirama,1843
TO,17,21307,1721307,Tupiratins,2574
TO,17,22081,1722081,WanderlÉndia,11677
TO,17,22107,1722107,Xambio†,11683
MA,21,00055,2100055,AáailÉndia,111339
MA,21,00105,2100105,Afonso Cunha,6486
MA,21,00154,2100154,µgua Doce do Maranh∆o,12457
MA,21,00204,2100204,AlcÉntara,21673
MA,21,00303,2100303,Aldeias Altas,26387
MA,21,00402,2100402,Altamira do Maranh∆o,8070
MA,21,00436,2100436,Alto Alegre do Maranh∆o,26872
MA,21,00477,2100477,Alto Alegre do PindarÇ,31312
MA,21,00501,2100501,Alto Parna°ba,11001
MA,21,00550,2100550,Amap† do Maranh∆o,6895
MA,21,00600,2100600,Amarante do Maranh∆o,41106
MA,21,00709,2100709,Anajatuba,27352
MA,21,00808,2100808,Anapurus,15696
MA,21,00832,2100832,Apicum-Aáu,18374
MA,21,00873,2100873,Araguan∆,15332
MA,21,00907,2100907,Araioses,46074
MA,21,00956,2100956,Arame,32145
MA,21,01004,2101004,Arari,29388
MA,21,01103,2101103,Axix†,11975
MA,21,01202,2101202,Bacabal,103359
MA,21,01251,2101251,Bacabeira,17053
MA,21,01301,2101301,Bacuri,17435
MA,21,01350,2101350,Bacurituba,5574
MA,21,01400,2101400,Balsas,94779
MA,21,01509,2101509,Bar∆o de Graja£,18619
MA,21,01608,2101608,Barra do Corda,87135
MA,21,01707,2101707,Barreirinhas,62458
MA,21,01731,2101731,Bel†gua,7422
MA,21,01772,2101772,Bela Vista do Maranh∆o,11103
MA,21,01806,2101806,Benedito Leite,5528
MA,21,01905,2101905,Bequim∆o,20881
MA,21,01939,2101939,Bernardo do Mearim,5973
MA,21,01970,2101970,Boa Vista do Gurupi,9320
MA,21,02002,2102002,Bom Jardim,41120
MA,21,02036,2102036,Bom Jesus das Selvas,34278
MA,21,02077,2102077,Bom Lugar,16214
MA,21,02101,2102101,Brejo,36102
MA,21,02150,2102150,Brejo de Areia,8696
MA,21,02200,2102200,Buriti,28306
MA,21,02309,2102309,Buriti Bravo,23495
MA,21,02325,2102325,Buriticupu,71979
MA,21,02358,2102358,Buritirana,15180
MA,21,02374,2102374,Cachoeira Grande,8930
MA,21,02408,2102408,Cajapi¢,11019
MA,21,02507,2102507,Cajari,19110
MA,21,02556,2102556,Campestre do Maranh∆o,14219
MA,21,02606,2102606,CÉndido Mendes,19943
MA,21,02705,2102705,Cantanhede,21759
MA,21,02754,2102754,Capinzal do Norte,10713
MA,21,02804,2102804,Carolina,23803
MA,21,02903,2102903,Carutapera,23576
MA,21,03000,2103000,Caxias,162657
MA,21,03109,2103109,Cedral,10490
MA,21,03125,2103125,Central do Maranh∆o,8615
MA,21,03158,2103158,Centro do Guilherme,13555
MA,21,03174,2103174,Centro Novo do Maranh∆o,21565
MA,21,03208,2103208,Chapadinha,78965
MA,21,03257,2103257,CidelÉndia,14539
MA,21,03307,2103307,Cod¢,120810
MA,21,03406,2103406,Coelho Neto,48756
MA,21,03505,2103505,Colinas,40575
MA,21,03554,2103554,Conceiá∆o do Lago-Aáu,16192
MA,21,03604,2103604,Coroat†,64403
MA,21,03703,2103703,Cururupu,30706
MA,21,03752,2103752,Davin¢polis,12659
MA,21,03802,2103802,Dom Pedro,22912
MA,21,03901,2103901,Duque Bacelar,11208
MA,21,04008,2104008,Esperantin¢polis,16653
MA,21,04057,2104057,Estreito,42110
MA,21,04073,2104073,Feira Nova do Maranh∆o,8372
MA,21,04081,2104081,Fernando Falc∆o,10326
MA,21,04099,2104099,Formosa da Serra Negra,18997
MA,21,04107,2104107,Fortaleza dos Nogueiras,12403
MA,21,04206,2104206,Fortuna,15262
MA,21,04305,2104305,Godofredo Viana,11830
MA,21,04404,2104404,Gonáalves Dias,17586
MA,21,04503,2104503,Governador Archer,10700
MA,21,04552,2104552,Governador Edison Lob∆o,18316
MA,21,04602,2104602,Governador Eugànio Barros,16582
MA,21,04628,2104628,Governador Luiz Rocha,7708
MA,21,04651,2104651,Governador Newton Bello,9921
MA,21,04677,2104677,Governador Nunes Freire,24991
MA,21,04701,2104701,Graáa Aranha,6134
MA,21,04800,2104800,Graja£,69232
MA,21,04909,2104909,Guimar∆es,11728
MA,21,05005,2105005,Humberto de Campos,28509
MA,21,05104,2105104,Icatu,26835
MA,21,05153,2105153,IgarapÇ do Meio,14147
MA,21,05203,2105203,IgarapÇ Grande,11206
MA,21,05302,2105302,Imperatriz,254569
MA,21,05351,2105351,Itaipava do Graja£,16009
MA,21,05401,2105401,Itapecuru Mirim,67726
MA,21,05427,2105427,Itinga do Maranh∆o,25589
MA,21,05450,2105450,Jatob†,10221
MA,21,05476,2105476,Jenipapo dos Vieiras,16321
MA,21,05500,2105500,Jo∆o Lisboa,23042
MA,21,05609,2105609,JoselÉndia,15891
MA,21,05658,2105658,Junco do Maranh∆o,3237
MA,21,05708,2105708,Lago da Pedra,49856
MA,21,05807,2105807,Lago do Junco,10672
MA,21,05906,2105906,Lago Verde,16025
MA,21,05922,2105922,Lagoa do Mato,11048
MA,21,05948,2105948,Lago dos Rodrigues,8664
MA,21,05963,2105963,Lagoa Grande do Maranh∆o,11286
MA,21,05989,2105989,Lajeado Novo,7489
MA,21,06003,2106003,Lima Campos,11695
MA,21,06102,2106102,Loreto,12009
MA,21,06201,2106201,Lu°s Domingues,6867
MA,21,06300,2106300,Magalh∆es de Almeida,19779
MA,21,06326,2106326,MaracaáumÇ,21293
MA,21,06359,2106359,Maraj† do Sena,7604
MA,21,06375,2106375,Maranh∆ozinho,16366
MA,21,06409,2106409,Mata Roma,16745
MA,21,06508,2106508,Matinha,23091
MA,21,06607,2106607,Mat‰es,33374
MA,21,06631,2106631,Mat‰es do Norte,16908
MA,21,06672,2106672,Milagres do Maranh∆o,8326
MA,21,06706,2106706,Mirador,20613
MA,21,06755,2106755,Miranda do Norte,28456
MA,21,06805,2106805,Mirinzal,14744
MA,21,06904,2106904,Moná∆o,33156
MA,21,07001,2107001,Montes Altos,8889
MA,21,07100,2107100,Morros,19282
MA,21,07209,2107209,Nina Rodrigues,14489
MA,21,07258,2107258,Nova Colinas,5350
MA,21,07308,2107308,Nova Iorque,4586
MA,21,07357,2107357,Nova Olinda do Maranh∆o,20768
MA,21,07407,2107407,Olho d'µgua das Cunh∆s,19206
MA,21,07456,2107456,Olinda Nova do Maranh∆o,14637
MA,21,07506,2107506,Paáo do Lumiar,122420
MA,21,07605,2107605,PalmeirÉndia,19424
MA,21,07704,2107704,Paraibano,21116
MA,21,07803,2107803,Parnarama,34375
MA,21,07902,2107902,Passagem Franca,18839
MA,21,08009,2108009,Pastos Bons,19271
